ID,Date_start_contract,Date_last_renewal,Date_next_renewal,Date_birth,Date_driving_licence,Distribution_channel,Seniority,Policies_in_force,Max_policies,Max_products,Lapse,Date_lapse,Payment,Premium,Cost_claims_year,N_claims_year,N_claims_history,R_Claims_history,Type_risk,Area,Second_driver,Year_matriculation,Power,Cylinder_capacity,Value_vehicle,N_doors,Type_fuel,Length,Weight,bodily_injuries,property_damage,injury_claim,property_claim,vehicle_claim,total_claim_amount,policy_annual_premium,policy_deductable,umbrella_limit,authorities_contacted,witnesses,police_report_available,policy_number,auto_make,auto_model,auto_year
6,5/29/2006,5/29/2018,5/29/2019,10/21/1966,9/10/1990,0,13,1,2,2,0,,0,259.32,0,0,2,0.16,3,0,0,2006,87,1598,9927,4,P,4.25,1055,0,NO,14160,7080,56640,77880,708.64,500,6000000,Police,2,YES,275265,Suburu,Legacy,2015
7,2/11/2015,2/11/2016,2/11/2017,5/14/1946,3/24/2000,1,3,1,1,1,0,2/11/2017,0,340.43,2162.89,3,4,2,3,0,0,2009,109,1396,16550,5,P,4.245,1168,1,YES,6630,13260,53040,72930,1374.22,500,0,Other,0,NO,921202,Accura,TL,2015
8,5/28/2001,5/28/2016,5/28/2017,5/11/1941,8/1/1962,0,18,1,2,2,0,,0,335.82,0,0,6,0.34,3,0,0,2001,130,1984,27330,4,P,4.547,1310,2,?,6040,6040,48320,60400,1475.73,2000,0,Police,0,NO,143972,Nissan,Pathfinder,2014
8,5/28/2001,5/28/2017,5/28/2018,5/11/1941,8/1/1962,0,18,1,2,2,0,,0,345.91,0,0,6,0.34,3,0,0,2001,130,1984,27330,4,P,4.547,1310,1,NO,0,5240,41920,47160,1187.96,1000,4000000,Police,0,?,183430,Suburu,Impreza,2011
8,5/28/2001,5/28/2018,5/28/2019,5/11/1941,8/1/1962,0,18,1,2,2,0,,0,342.46,0,0,6,0.34,3,0,0,2001,130,1984,27330,4,P,4.547,1310,1,?,0,4730,33110,37840,875.15,2000,0,Police,2,?,431876,Accura,RSX,1996
9,10/24/2013,10/24/2016,10/24/2017,10/22/1949,5/17/1995,1,6,1,3,1,0,10/24/2017,0,259.12,0,0,2,0.5,3,0,1,2013,65,1870,13140,5,D,4.129,1125,0,NO,17880,5960,47680,71520,972.18,2000,0,Ambulance,0,YES,285496,Suburu,Forrestor,2000
9,10/24/2013,10/24/2017,10/24/2018,10/22/1949,5/17/1995,1,6,3,3,1,1,10/24/2017,0,214.34,0,0,2,0.5,3,0,1,2013,65,1870,13140,5,D,4.129,1125,2,?,8180,16360,73620,98160,1268.79,2000,0,Ambulance,2,?,115399,Dodge,RAM,2011
10,1/13/2017,1/13/2017,1/13/2018,10/22/1949,5/17/1995,1,6,3,3,1,1,,0,294.93,0,0,2,0,3,0,0,2013,65,1560,24850,5,D,4.59,1530,1,NO,7080,14160,56640,77880,883.31,1000,0,Other,3,NO,736882,Ford,Escape,2005
10,1/13/2017,1/13/2018,1/13/2019,10/22/1949,5/17/1995,1,6,2,3,1,0,,0,290.5,0,0,2,0,3,0,0,2013,65,1560,24850,5,D,4.59,1530,1,NO,16500,11000,44000,71500,1266.92,2000,0,Other,3,YES,699044,Ford,Escape,2006
11,5/10/2017,5/10/2017,5/10/2018,10/22/1949,5/17/1995,1,6,3,3,1,1,,0,253.41,0,0,2,0,3,0,1,2013,65,1686,21600,5,D,4.467,1525,1,YES,1640,820,6560,9020,1322.1,2000,0,Police,3,YES,863236,Toyota,Camry,2005
11,5/10/2017,5/10/2018,5/10/2019,10/22/1949,5/17/1995,1,6,2,3,1,0,,0,243.62,0,0,2,0,3,0,1,2013,65,1686,21600,5,D,4.467,1525,2,YES,1040,520,4160,5720,848.07,500,3000000,None,1,?,608513,Suburu,Forrestor,2003
12,4/5/2016,4/5/2016,4/5/2017,6/4/1946,10/12/1966,1,3,1,1,1,0,4/5/2018,1,474.49,297.32,8,8,4,2,0,1,2007,70,1248,13780,4,D,4.159,1295,1,NO,7760,15520,46560,69840,1291.7,2000,0,Other,0,YES,914088,Dodge,Neon,2009
12,4/5/2016,4/5/2017,4/5/2018,6/4/1946,10/12/1966,1,3,1,1,1,0,4/5/2018,1,483.98,440.96,4,8,4,2,0,1,2007,70,1248,13780,4,D,4.159,1295,2,NO,14100,14100,63450,91650,1104.5,2000,0,Police,2,NO,596785,Accura,TL,2011
12,4/5/2016,4/5/2018,4/5/2019,6/4/1946,10/12/1966,1,3,1,1,1,1,4/5/2018,1,488.81,0,0,8,4,2,0,1,2007,70,1248,13780,4,D,4.159,1295,0,NO,12600,12600,50400,75600,954.16,1000,0,Ambulance,0,?,908616,Toyota,Corolla,2005
13,5/13/2016,5/13/2016,5/13/2017,2/16/1951,10/16/1976,0,3,1,1,1,0,5/13/2018,0,248.68,0,0,0,0,3,1,0,2007,75,1390,8548,4,P,4.25,1050,2,NO,7460,7460,52220,67140,1337.28,2000,8000000,Police,2,?,666333,Ford,F150,2006
13,5/13/2016,5/13/2017,5/13/2018,2/16/1951,10/16/1976,0,3,1,1,1,0,5/13/2018,0,257.39,0,0,0,0,3,1,0,2007,75,1390,8548,4,P,4.25,1050,2,YES,3310,3310,23170,29790,1088.34,1000,0,Police,3,NO,336614,BMW,3 Series,2008
13,5/13/2016,5/13/2018,5/13/2019,2/16/1951,10/16/1976,0,3,1,1,1,1,5/13/2018,0,254.81,0,0,0,0,3,1,0,2007,75,1390,8548,4,P,4.25,1050,1,NO,14020,14020,49070,77110,1558.29,1000,0,Ambulance,2,?,584859,Suburu,Impreza,2015
14,9/25/2015,9/25/2016,9/25/2017,6/23/1951,2/15/1972,1,4,1,2,1,0,,1,437.32,0,0,1,0,3,1,1,2015,90,1396,19390,5,D,4.3,1355,0,YES,10800,5400,48600,64800,1415.68,500,0,Fire,1,YES,990493,Audi,A3,1999
14,9/25/2015,9/25/2017,9/25/2018,6/23/1951,2/15/1972,1,4,1,2,1,0,,1,446.24,0,0,1,0,3,1,1,2015,90,1396,19390,5,D,4.3,1355,2,YES,10620,5310,37170,53100,1334.15,1000,6000000,Other,0,YES,129872,Mercedes,C300,1995
14,9/25/2015,9/25/2018,9/25/2019,6/23/1951,2/15/1972,1,4,1,2,1,0,,1,437.32,0,0,1,0,3,1,1,2015,90,1396,19390,5,D,4.3,1355,1,?,6020,6020,48160,60200,988.45,1000,0,Police,1,YES,200152,Suburu,Forrestor,2004
15,7/24/2015,7/24/2016,7/24/2017,9/5/1945,12/20/1974,1,4,1,2,1,0,,1,314.3,0,0,1,0,3,0,0,2015,100,1396,16190,5,P,4.3,1110,1,NO,1230,820,3280,5330,1222.48,2000,0,None,1,YES,933293,Suburu,Legacy,2001
15,7/24/2015,7/24/2017,7/24/2018,9/5/1945,12/20/1974,1,4,1,2,1,0,,1,305.88,0,0,1,0,3,0,0,2015,100,1396,16190,5,P,4.3,1110,2,?,12460,6230,43610,62300,1155.55,2000,0,Police,0,?,485664,Jeep,Wrangler,2007
15,7/24/2015,7/24/2018,7/24/2019,9/5/1945,12/20/1974,1,4,1,2,1,0,,1,305.9,0,0,1,0,3,0,0,2015,100,1396,16190,5,P,4.3,1110,0,?,10940,10940,38290,60170,1262.08,500,0,Ambulance,3,NO,982871,Nissan,Pathfinder,2011
16,3/11/2004,3/11/2016,3/11/2017,11/4/1954,12/14/1990,0,19,1,2,1,0,,0,461.41,0,0,5,0.2,3,0,0,2001,103,1596,15205.61,3,P,3.984,1145,2,NO,8000,4000,28000,40000,1451.62,500,0,Ambulance,2,?,206213,BMW,M5,2010
16,3/11/2004,3/11/2017,3/11/2018,11/4/1954,12/14/1990,0,19,1,2,1,0,,0,466.03,0,0,5,0.2,3,0,0,2001,103,1596,15205.61,3,P,3.984,1145,1,?,16180,16180,64720,97080,1737.66,500,0,Police,1,?,616337,BMW,X5,2001
16,3/11/2004,3/11/2018,3/11/2019,11/4/1954,12/14/1990,0,19,1,2,1,0,,0,459.04,0,0,5,0.2,3,0,0,2001,103,1596,15205.61,3,P,3.984,1145,1,YES,5740,5740,40180,51660,1475.93,500,0,Other,0,NO,448961,Dodge,RAM,2010
17,8/10/2009,8/15/2016,8/15/2017,1/1/1958,5/10/1978,0,10,1,1,1,0,,1,347.28,0,0,7,0.75,3,1,0,2001,110,1590,17000,3,P,4.14,1154,2,NO,5680,5680,39760,51120,538.17,500,0,Other,2,NO,790442,Mercedes,E400,2005
17,8/10/2009,8/15/2017,8/15/2018,1/1/1958,5/10/1978,0,10,1,1,1,0,,1,387.21,0,0,7,0.75,3,1,0,2001,110,1590,17000,3,P,4.14,1154,0,YES,11280,11280,33840,56400,1081.08,2000,0,Other,2,?,108844,Toyota,Highlander,2014
17,8/10/2009,8/15/2018,8/15/2019,1/1/1958,5/10/1978,0,10,1,1,1,0,,1,391.07,0,0,7,0.75,3,1,0,2001,110,1590,17000,3,P,4.14,1154,2,NO,6890,0,48230,55120,1454.43,1000,0,Other,3,?,430029,Accura,MDX,2002
18,2/22/2005,2/22/2016,2/22/2017,9/9/1941,8/31/1962,0,20,1,2,1,0,,1,350.3,64.46,1,7,0.36,3,1,0,2005,140,2204,26400,4,D,4.665,1400,1,YES,0,14020,63090,77110,1240.47,500,0,Fire,1,?,529112,Honda,Civic,2014
18,2/22/2005,2/22/2017,2/22/2018,9/9/1941,8/31/1962,0,20,1,2,1,0,,1,327.54,0,0,7,0.36,3,1,0,2005,140,2204,26400,4,D,4.665,1400,2,NO,6280,6280,50240,62800,1273.7,2000,4000000,Fire,1,NO,939631,Audi,A3,2003
18,2/22/2005,2/22/2018,2/22/2019,9/9/1941,8/31/1962,0,20,1,2,1,0,,1,324.26,0,0,7,0.36,3,1,0,2005,140,2204,26400,4,D,4.665,1400,2,?,810,810,5670,7290,1123.87,1000,8000000,Police,0,YES,866931,Volkswagen,Passat,1995
19,1/11/2018,1/11/2018,1/11/2019,1/6/1943,7/1/1964,1,1,1,1,1,0,,0,265.69,0,0,0,0,3,0,0,2003,136,1998,22400,5,P,4.259,1400,0,NO,15320,7660,53620,76600,1245.89,1000,0,Other,0,?,582011,Mercedes,C300,2000
20,10/20/2017,10/20/2017,10/20/2018,7/20/1944,6/1/1986,0,2,1,1,1,0,,1,346.47,0,0,0,0,3,1,1,2009,110,1968,20720,5,D,4.199,1266,0,?,16360,8180,57260,81800,1326.62,2000,7000000,Fire,3,YES,691189,Nissan,Pathfinder,1998
20,10/20/2017,10/20/2018,10/20/2019,7/20/1944,6/1/1986,0,2,1,1,1,0,,1,356.84,0,0,0,0,3,1,1,2009,110,1968,20720,5,D,4.199,1266,1,?,1320,660,5280,7260,1073.83,2000,0,None,2,?,537546,BMW,M5,2008
21,5/24/2016,5/24/2016,5/24/2017,5/4/1943,12/18/1973,1,3,1,1,1,0,,0,250.46,0,0,0,0,3,0,0,1991,115,2820,19340.57,5,D,4.845,1995,2,?,430,430,3440,4300,1530.52,1000,0,None,1,YES,394975,Toyota,Corolla,2000
21,5/24/2016,5/24/2017,5/24/2018,5/4/1943,12/18/1973,1,3,1,1,1,0,,0,259.22,0,0,0,0,3,0,0,1991,115,2820,19340.57,5,D,4.845,1995,1,YES,12820,12820,44870,70510,1201.41,500,0,Police,0,?,729634,Suburu,Forrestor,1999
21,5/24/2016,5/24/2018,5/24/2019,5/4/1943,12/18/1973,1,3,1,1,1,0,,0,260.51,0,0,0,0,3,0,0,1991,115,2820,19340.57,5,D,4.845,1995,0,NO,480,480,1680,2640,1393.57,1000,0,Police,1,YES,282195,Ford,F150,2009
22,11/11/2014,11/11/2015,11/11/2016,4/1/1944,5/1/1964,0,5,1,1,1,0,11/11/2018,0,274.61,0,0,1,0.25,3,0,0,2004,100,1896,15571,5,D,3.953,1165,1,YES,15780,7890,55230,78900,1276.57,1000,0,Fire,2,NO,420810,Chevrolet,Silverado,1995
22,11/11/2014,11/11/2016,11/11/2017,4/1/1944,5/1/1964,0,5,1,1,1,0,11/11/2018,0,269.72,0,0,1,0.25,3,0,0,2004,100,1896,15571,5,D,3.953,1165,2,?,0,6270,50160,56430,1082.49,500,0,Fire,3,?,524836,Honda,CRV,2014
22,11/11/2014,11/11/2017,11/11/2018,4/1/1944,5/1/1964,0,5,1,1,1,0,11/11/2018,0,269.72,0,0,1,0.25,3,0,0,2004,100,1896,15571,5,D,3.953,1165,1,NO,300,300,1800,2400,1414.74,1000,0,None,3,NO,307195,Chevrolet,Silverado,2014
23,6/8/2017,6/8/2017,6/8/2018,4/13/1959,4/28/1986,0,2,1,1,1,0,6/8/2018,0,431.93,0,0,0,0,3,1,1,2012,90,1598,19550,5,D,4.315,1365,0,YES,7310,7310,51170,65790,1470.06,2000,0,Ambulance,1,NO,623648,Saab,93,2007
23,6/8/2017,6/8/2018,6/8/2019,4/13/1959,4/28/1986,0,2,1,1,1,1,6/8/2018,0,444.88,0,0,0,0,3,1,1,2012,90,1598,19550,5,D,4.315,1365,1,NO,11440,5720,45760,62920,870.63,2000,0,Police,1,NO,485372,Ford,Escape,2000
24,12/17/2015,12/17/2015,12/17/2016,5/31/1960,10/14/1982,0,1,1,1,1,1,6/17/2016,1,328.02,0,0,0,0,2,0,0,2001,115,2799,24063.94,2,D,5.584,2223,2,YES,15440,0,54040,69480,795.23,500,0,Police,1,?,598554,Nissan,Maxima,2014
25,2/20/2018,2/20/2018,2/20/2019,10/15/1946,1/1/1987,1,1,1,1,1,0,,0,229.88,0,0,0,0,3,1,1,2008,75,1248,13950,3,D,3.999,1130,0,NO,7380,3690,33210,44280,1168.2,1000,0,Other,3,NO,303987,Honda,Accord,1997
26,11/4/2015,11/4/2015,11/4/2016,8/9/1961,9/3/1979,1,2,1,1,1,0,11/4/2016,1,338.16,0,0,0,0,3,0,0,2011,71,999,14450,2,P,2.695,780,0,NO,5630,11260,39410,56300,993.51,1000,0,Other,3,YES,343161,BMW,M5,2011
26,11/4/2015,11/4/2016,11/4/2017,8/9/1961,9/3/1979,1,2,1,1,1,1,11/4/2016,1,348.31,0,0,0,0,3,0,0,2011,71,999,14450,2,P,2.695,780,2,YES,11420,5710,51390,68520,1848.81,500,0,Fire,2,YES,519312,Suburu,Legacy,2003
27,6/28/2018,6/28/2018,6/28/2019,8/12/1961,4/1/1980,1,1,1,1,1,0,,0,283.09,0,0,0,0,2,0,0,2006,109,2148,33036.8,5,D,5.223,1795,0,NO,6570,6570,45990,59130,1641.73,2000,5000000,Fire,0,NO,132902,Ford,Escape,2006
28,1/24/2015,1/24/2016,1/24/2017,1/13/1961,5/15/1997,0,4,1,1,1,0,,1,322.56,332.02,1,2,0.52,3,0,0,2006,116,1995,18700,5,D,4.2,1290,2,YES,13720,6860,61740,82320,1362.87,500,0,Ambulance,2,NO,332867,Dodge,Neon,1995
28,1/24/2015,1/24/2017,1/24/2018,1/13/1961,5/15/1997,0,4,1,1,1,0,,1,333.85,0,0,2,0.52,3,0,0,2006,116,1995,18700,5,D,4.2,1290,0,YES,13800,13800,62100,89700,1239.22,500,7000000,Fire,1,NO,356590,Audi,A5,2009
28,1/24/2015,1/24/2018,1/24/2019,1/13/1961,5/15/1997,0,4,1,1,1,0,,1,333.85,0,0,2,0.52,3,0,0,2006,116,1995,18700,5,D,4.2,1290,1,NO,0,3770,30160,33930,835.02,500,0,Fire,1,NO,346002,BMW,X6,1998
29,9/28/2017,9/28/2017,9/28/2018,8/18/1964,7/31/1984,0,4,2,2,1,0,,1,318.97,0,0,0,0,3,1,1,2014,110,1686,21465,5,D,4.419,1428,0,NO,12460,6230,49840,68530,1061.33,1000,0,Ambulance,3,NO,500533,Audi,A5,1997
29,9/28/2017,9/28/2018,9/28/2019,8/18/1964,7/31/1984,0,4,1,2,1,0,,1,571.49,0,0,0,0,3,1,1,2014,110,1686,21465,5,D,4.419,1428,0,NO,860,860,2580,4300,1279.08,1000,0,None,1,?,348209,Ford,F150,2004
30,6/8/2016,6/8/2016,6/8/2017,4/1/1941,8/5/1968,1,3,2,2,1,0,,0,304.47,0,0,0,0,3,1,0,2001,110,1995,19390,5,D,4.52,1340,2,?,12420,6210,49680,68310,1105.49,500,0,Other,3,?,486676,Audi,A3,2003
30,6/8/2016,6/8/2017,6/8/2018,4/1/1941,8/5/1968,1,3,2,2,1,0,,0,313.61,0,0,0,0,3,1,0,2001,110,1995,19390,5,D,4.52,1340,0,NO,6810,6810,47670,61290,1055.53,2000,0,Other,2,NO,260845,Honda,Civic,1995
30,6/8/2016,6/8/2018,6/8/2019,4/1/1941,8/5/1968,1,3,2,2,1,0,,0,315.18,0,0,0,0,3,1,0,2001,110,1995,19390,5,D,4.52,1340,1,NO,3010,0,27090,30100,895.83,1000,0,Ambulance,2,NO,657045,Chevrolet,Malibu,1999
31,6/21/2016,6/21/2016,6/21/2017,4/1/1941,8/5/1968,1,3,2,2,1,0,,1,326.33,0,0,0,0,3,1,0,2001,110,1910,16400,5,D,4.253,1305,2,NO,9520,4760,42840,57120,1632.93,500,0,Fire,0,YES,761189,Mercedes,C300,2002
31,6/21/2016,6/21/2017,6/21/2018,4/1/1941,8/5/1968,1,3,2,2,1,0,,1,336.12,0,0,0,0,3,1,0,2001,110,1910,16400,5,D,4.253,1305,1,YES,9540,4770,28620,42930,1405.99,1000,0,Ambulance,0,YES,175177,BMW,X6,2005
31,6/21/2016,6/21/2018,6/21/2019,4/1/1941,8/5/1968,1,3,2,2,1,0,,1,337.82,0,0,0,0,3,1,0,2001,110,1910,16400,5,D,4.253,1305,2,NO,11380,5690,34140,51210,1425.54,1000,0,Ambulance,0,NO,116700,Ford,Fusion,2010
32,6/20/2017,6/20/2017,6/20/2018,1/3/1982,3/2/2000,0,4,3,4,1,0,,0,235.64,882,2,2,0.69,3,0,0,2003,100,1991,18400,5,P,4.597,1427,1,NO,14900,7450,67050,89400,1038.09,1000,0,Fire,1,YES,166264,Suburu,Legacy,1998
32,6/20/2017,6/20/2018,6/20/2019,1/3/1982,3/2/2000,0,4,4,4,1,1,,0,236.83,0,0,2,0.69,3,0,0,2003,100,1991,18400,5,P,4.597,1427,0,NO,10860,10860,38010,59730,1307.11,500,0,Police,2,?,527945,Audi,A3,2005
33,12/7/2016,12/7/2016,12/7/2017,5/8/1951,5/25/1975,1,2,1,2,1,0,5/17/2018,0,249.68,0,0,0,0,3,0,0,1990,75,1199,13220,3,P,3.839,935,2,YES,1240,1240,5580,8060,1489.24,1000,6000000,None,2,YES,627540,Saab,95,2004
33,12/7/2016,12/7/2017,12/7/2018,5/8/1951,5/25/1975,1,2,1,2,1,1,5/17/2018,0,254.67,0,0,0,0,3,0,0,1990,75,1199,13220,3,P,3.839,935,1,?,14440,7220,50540,72200,976.67,500,0,Fire,2,?,279422,BMW,M5,2013
34,5/17/2018,5/17/2018,5/17/2019,5/8/1951,5/25/1975,1,2,2,2,1,1,,0,257.65,0,0,0,0,3,0,0,1990,75,2199,33400,3,P,4.57,1653,1,NO,10160,10160,30480,50800,1340.43,2000,0,Ambulance,2,NO,484200,Accura,MDX,2005
35,10/21/2014,10/21/2016,10/21/2017,7/31/1953,4/13/1978,0,3,1,1,1,1,4/21/2017,1,249.27,0,0,0,0,3,0,1,1997,60,1124,8732.71,3,P,3.678,890,2,?,660,1320,4620,6600,1267.81,2000,5000000,None,1,?,645258,Accura,TL,2005
36,2/5/2013,2/5/2016,2/5/2017,9/19/1985,9/28/2004,1,9,1,3,1,0,2/5/2017,0,267.39,57.35,1,3,0.75,3,0,0,2005,115,1596,23900,5,P,4.227,1245,2,YES,750,1500,5250,7500,1234.2,1000,6000000,Police,2,NO,694662,Nissan,Maxima,2002
36,2/5/2013,2/5/2017,2/5/2018,9/19/1985,9/28/2004,1,9,1,3,1,1,2/5/2017,0,275.4,0,0,3,0.75,3,0,0,2005,115,1596,23900,5,P,4.227,1245,0,NO,1180,1180,4130,6490,1318.06,2000,0,None,3,YES,960680,Volkswagen,Jetta,2002
37,7/21/2014,7/21/2016,7/21/2017,9/5/1958,12/12/1978,0,9,1,3,1,1,7/21/2016,0,271.23,0,0,7,1,2,0,0,1997,78,2476,14153.84,4,D,4.74,1425,2,?,5540,11080,44320,60940,769.95,2000,0,Ambulance,3,NO,498140,Audi,A3,2013
38,11/29/2010,12/1/2015,12/1/2016,10/16/1958,7/24/1977,1,7,1,2,1,0,12/1/2016,0,357.46,0,0,0,0,2,0,0,2006,75,1248,17971,4,D,4.322,1115,0,YES,5830,11660,40810,58300,1514.72,2000,0,Fire,1,?,498875,Suburu,Legacy,2007
38,11/29/2010,12/1/2016,12/1/2017,10/16/1958,7/24/1977,1,7,1,2,1,1,12/1/2016,0,376.11,0,0,0,0,2,0,0,2006,75,1248,17971,4,D,4.322,1115,2,NO,11400,11400,45600,68400,873.64,1000,4000000,Other,1,?,798177,Ford,F150,2007
39,10/15/2012,10/15/2016,10/15/2017,10/19/1961,9/2/1985,1,7,1,1,1,0,,1,363.9,336.47,9,10,1.63,3,0,0,1995,90,1781,11449.28,3,P,4.02,1020,2,?,11680,11680,40880,64240,1612.43,500,0,Fire,1,YES,614763,BMW,3 Series,2015
39,10/15/2012,10/15/2017,10/15/2018,10/19/1961,9/2/1985,1,7,1,1,1,0,,1,363.9,997,7,10,1.63,3,0,0,1995,90,1781,11449.28,3,P,4.02,1020,0,NO,940,470,3290,4700,1318.24,2000,9000000,None,1,YES,679370,Dodge,Neon,2002
39,10/15/2012,10/15/2018,10/15/2019,10/19/1961,9/2/1985,1,7,1,1,1,0,,1,485.81,3545.73,4,10,1.63,3,0,0,1995,90,1781,11449.28,3,P,4.02,1020,2,YES,0,5640,39480,45120,1226.83,1000,0,Other,0,?,958857,Accura,MDX,2011
40,10/1/2010,10/1/2016,10/1/2017,1/1/1944,4/1/1972,0,8,1,1,1,0,10/1/2017,0,291.71,0,0,0,0,3,1,0,2002,84,1598,14896.95,5,P,4.11,1120,1,YES,10300,10300,46350,66950,1326.44,2000,5000000,Fire,1,?,686816,Saab,93,1995
40,10/1/2010,10/1/2017,10/1/2018,1/1/1944,4/1/1972,0,8,1,1,1,1,10/1/2017,0,277.14,0,0,0,0,3,1,0,2002,84,1598,14896.95,5,P,4.11,1120,0,NO,8940,17880,71520,98340,1136.83,2000,4000000,Police,3,?,127754,Honda,Accord,2004
41,3/2/2007,3/2/2016,3/2/2017,6/3/1940,12/11/1963,0,12,1,1,1,0,,0,241.73,0,0,4,0.34,3,0,0,1998,115,2188,19532.89,5,D,4.51,1475,0,NO,590,590,4720,5900,1322.78,2000,0,None,1,NO,918629,BMW,X5,2007
